"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2017","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","90,000",""
"SURVEY","2017","APR THRU JUN","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","35,000",""
"SURVEY","2017","APR THRU JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","12,000",""
"SURVEY","2017","APR THRU JUN","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","3,700",""
"SURVEY","2017","APR THRU JUN","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","16,000",""
"SURVEY","2017","APR THRU JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2017","JUL THRU SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","67,000",""
"SURVEY","2017","JUL THRU SEP","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","39,000",""
"SURVEY","2017","JUL THRU SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","20,000",""
"SURVEY","2017","JUL THRU SEP","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","18,500",""
"SURVEY","2017","JUL THRU SEP","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","48,000",""
"SURVEY","2017","JUL THRU SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","16,500",""
"SURVEY","2017","OCT THRU DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","155,000",""
"SURVEY","2017","OCT THRU DEC","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","50,000",""
"SURVEY","2017","OCT THRU DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2017","OCT THRU DEC","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2017","OCT THRU DEC","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","26,000",""
"SURVEY","2017","OCT THRU DEC","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","6,500",""
"SURVEY","2016","JAN THRU MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","200,000",""
"SURVEY","2016","JAN THRU MAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","40,000",""
"SURVEY","2016","JAN THRU MAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","5,500",""
"SURVEY","2016","JAN THRU MAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2016","JAN THRU MAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","8,500",""
"SURVEY","2016","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","10,500",""
"SURVEY","2016","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","108,000",""
"SURVEY","2016","APR THRU JUN","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","29,000",""
"SURVEY","2016","APR THRU JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2016","APR THRU JUN","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2016","APR THRU JUN","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","27,000",""
"SURVEY","2016","APR THRU JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","2016","JUL THRU SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","82,000",""
"SURVEY","2016","JUL THRU SEP","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","25,000",""
"SURVEY","2016","JUL THRU SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","26,000",""
"SURVEY","2016","JUL THRU SEP","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","11,500",""
"SURVEY","2016","JUL THRU SEP","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","71,000",""
"SURVEY","2016","JUL THRU SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","25,000",""
"SURVEY","2016","OCT THRU DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","205,000",""
"SURVEY","2016","OCT THRU DEC","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","41,000",""
"SURVEY","2016","OCT THRU DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","13,500",""
"SURVEY","2016","OCT THRU DEC","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","16,000",""
"SURVEY","2016","OCT THRU DEC","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","44,000",""
"SURVEY","2016","OCT THRU DEC","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","2015","JAN THRU MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","255,000",""
"SURVEY","2015","JAN THRU MAR","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","42,000",""
"SURVEY","2015","JAN THRU MAR","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","3,700",""
"SURVEY","2015","JAN THRU MAR","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","2,200",""
"SURVEY","2015","JAN THRU MAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","620",""
"SURVEY","2015","JAN THRU MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","4,600",""
"SURVEY","2015","APR THRU JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","104,000",""
"SURVEY","2015","APR THRU JUN","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","35,000",""
"SURVEY","2015","APR THRU JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","12,500",""
"SURVEY","2015","APR THRU JUN","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","4,200",""
"SURVEY","2015","APR THRU JUN","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","29,000",""
"SURVEY","2015","APR THRU JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","21,000",""
"SURVEY","2015","JUL THRU SEP","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","76,000",""
"SURVEY","2015","JUL THRU SEP","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","36,000",""
"SURVEY","2015","JUL THRU SEP","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","2015","JUL THRU SEP","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","10,500",""
"SURVEY","2015","JUL THRU SEP","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","93,000",""
"SURVEY","2015","JUL THRU SEP","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","53,000",""
"SURVEY","2015","OCT THRU DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","149,000",""
"SURVEY","2015","OCT THRU DEC","","STATE","FLORIDA","12","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","37,000",""
"SURVEY","2015","OCT THRU DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2015","OCT THRU DEC","","STATE","MONTANA","30","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2015","OCT THRU DEC","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","35,000",""
"SURVEY","2015","OCT THRU DEC","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","HONEY","HONEY, BEE COLONIES - LOSS, DEADOUT, MEASURED IN COLONIES","TOTAL","NOT SPECIFIED","9,000",""
