"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2004","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","108.8",""
"SURVEY","2003","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","138.7",""
"SURVEY","2002","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","132.7",""
"SURVEY","2001","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","70.4",""
"SURVEY","2000","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","59.7",""
"SURVEY","1999","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","60.1",""
"SURVEY","1998","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","65.5",""
"SURVEY","1997","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","75.2",""
"SURVEY","1996","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","88.8",""
"SURVEY","1995","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","68.5",""
"SURVEY","1994","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","52.8",""
"SURVEY","1993","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","53.9",""
"SURVEY","1992","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","55",""
"SURVEY","1991","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","55.6",""
"SURVEY","1990","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","53.7",""
"SURVEY","1989","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","49.8",""
"SURVEY","1988","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","50",""
"SURVEY","1987","MARKETING YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HONEY","HONEY - PRICE RECEIVED, MEASURED IN CENTS / LB","TOTAL","NOT SPECIFIED","50.3",""
